main-forum	deft-forum	2014	0301	3	How long after the obliteration should the kid return to school?	How long after the obliteration should it no longer bother the kid?
main-news	headlines	2014	0180	3.4	U.S. Senate sets off gun control debate	U.S. Senate set to vote on gun control bill
main-news	headlines	2014	0482	2.6	Russia 'alone' in blaming Syrian rebels for chemical attack: US	Russia asks UN to consider its inquiry of Syria chemical arms use
main-news	headlines	2013	0043	4.4	Australia to establish the world's largest marine reserve	Australia creates world's largest marine reserves
main-news	deft-news	2014	0235	3.2	the north korean government has warned the south korean government against participating in the proliferation security initiative program. 	the north korean government stated if the south korean government participates in the proliferation security initiative program it would result in unspecified catastrophic consequences.
main-news	headlines	2015	0529	3.40	Super Typhoon Haiyan, Strongest of Season, Slams the Philippines	Super typhoon Haiyan closes in on the Philippines
main-forum	deft-forum	2014	0381	1.6	Satan represents indulgence instead of abstinence!	. Satan represents vengeance instead of turning the other cheek!
main-captions	images	2014	0401	3.4	A horse rider is riding a white horse.	A woman leading a white horse.
main-captions	images	2014	0561	0.8	a close up of a small cactus in a pot.	a close up of a woman holding a white puppy.
main-news	headlines	2014	0506	1.8	Rupee down 8 paise vs dollar in early trade	Rupee up 22 paise against dollar in early trade
main-forum	deft-forum	2014	0063	3.4	Israel doesn't give a ****, accept it.	That Israel doesn't giva a **** what anybody else thinks.
main-captions	MSRvid	2012train	0249	5.000	The lady put the baby int a trashcan.	A woman puts a baby in a trash can.
main-captions	MSRvid	2012test	0230	0.667	A man is paddling a canoe.	A man is playing a harp.
main-captions	images	2015	0787	0.20	A girl runs along a river bank with two black dogs.	A little boy is petting a tiger that is laying down.
main-forum	deft-forum	2014	0379	3	But do you actually believe there was an iceberg in those waters?	I absolutely do believe there was an iceberg in those waters.
main-captions	images	2015	0484	2.20	Three dogs standing in snow next to a blue fence.	Three dogs play in the shallows next to a rocky shore.
main-news	headlines	2016	0071	5	Boston bombing suspect buried in Virginia	Boston bomb suspect buried in Virginia cemetery	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
main-news	MSRpar	2012test	0533	3.200	"Biotech products, if anything, may be safer than conventional products because of all the testing," Fraley said, adding that 18 countries have adopted biotechnology.	"Biotech products, if anything, may be safer than conventional products because of all the testing," said Robert Fraley, Monsanto's executive vice president.
main-captions	MSRvid	2012test	0584	3.600	A woman is adding pasta to a pot of water.	A woman is making noodles.
main-news	headlines	2016	0103	5	Two killed in Bahrain car explosion	Two killed in Bahrain car blast	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
wikipediatxt	NA	2017	284	2.8	Las "iridáceas" ("Iridaceae") son una familia de plantas perennes, herbáceas y bulbosas pertenecientes al orden de las Asparagales dentro de las monocotiledóneas.	Las iridáceas son plantas generalmente herbáceas y perennes, raramente anuales o arbustivas leñosas con crecimiento secundario anómalo.
main-news	headlines	2014	0369	2	Crowds Gather in Bethlehem for Christmas	Oh, little town of Bethlehem — for real
main-news	headlines	2014	0014	3.8	Five killed in Belgian coach crash	Teenagers among 5 dead in Belgian bus crash
main-news	MSRpar	2012train	0549	3.600	Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.	Under the law, telemarketers who call numbers on the list can be fined up to $11,000 for each violation.
main-news	headlines	2014	0491	4.4	Pro-Pak Taliban warlord killed in US drone strike	Taliban commander killed in US drone strike
main-news	headlines	2015	0773	0.20	Ukrainian President orders 7-day ceasefire in the east	Uganda's President Museveni agrees to sign anti-gays Bill
main-news	MSRpar	2012test	0676	2.750	But Senate criticism of the House plan Tuesday came on several fronts.	And several Senate Republicans are cranky about the House map.
main-captions	MSRvid	2012train	0375	2.000	A man is cutting a snake to cook.	A woman is cutting meat.
newstxt	NA	2017	100	1.6	Los Estados miembros autorizan a la jefa de la diplomacia de la UE, Catherine Ashton, y a la Comisión Europea a iniciar la negociación.	"Estas negociaciones ayudarán a consolidar nuestro compromiso con Cuba", dijo la alta representante de la UE para Asuntos Exteriores y Política de Seguridad, Catherine Ashton, poco después de tomarse la decisión de iniciar el diálogo bilateral.
main-news	headlines	2013	0410	3.8	JetBlue pilot who disrupted flight declared insane, not guilty	JetBlue pilot who caused disruption on flight not guilty
main-forum	deft-forum	2014	0238	2.8	My parents have told me it is bad for you.	My Sheriff has told me its bad for you.
wikipediatxt	NA	2017	89	2.8	El "líquido" es un estado de agregación de la materia en forma de fluido altamente incompresible lo que significa que su volumen es, muy aproximadamente, constante en un rango grande de presión.	El estado líquido es un estado de agregación de la materia intermedio entre el estado sólido y el estado gaseoso.
main-captions	MSRvid	2012train	0563	5.000	The person is removing the scales from the fish.	A person is descaling a fish.
main-news	MSRpar	2012train	0603	3.625	The witness, a 27-year-old Kosovan parking attendant with criminal convictions for dishonesty, was paid 10,000 by the News of the World.	The witness was a 27-year-old Kosovan parking attendant, who was paid by the News of the World, the court heard.
newstxt	NA	2017	228	2.6	El deslizamiento de parte de un cerro sobre varias viviendas dejó cuatro muertos y 10 desaparecidos en la localidad de Ch'ullpa K'asa, municipio de Morochata, en el departamento de Cochabamba, informó hoy la secretaria de Derechos de la Madre Tierra, de la Gobernación de esa región, Cintya Vargas.	El deslizamiento se produjo anoche en el municipio de Morochata y sepultó unas 15 casas, dijo en rueda de prensa la secretaria de Derechos de la Madre Tierra de la Gobernación de Cochabamba, Cinthia Vargas.
newswiretxt	NA	2017	467	3.8	El papa Francisco ordenó la construcción de tres duchas en los tres baños que hay bajo las columnas de la basílica del Vaticano.	El papa Francisco ha mandado instalar tres duchas en el interior de los baños que hay bajo las columnas de la basílica de San Pedro para que puedan lavarse y cambiarse los sin techo que duermen en los alrededores del Vaticano.
main-captions	MSRvid	2012test	0243	3.200	A group of people dance on a hill.	A group of people are dancing.
main-news	headlines	2015	1343	0.60	World News Update, what you need to know	Labour's 50p tax rate: what you need to know
main-news	headlines	2015	0451	1.80	Ships Train for Syrian Chemical Weapons Transport	UN Adopts Syrian Chemical Weapons Resolution
main-news	headlines	2016	0240	4	Communist rebels ambush Philippine police, kill 7	Communist rebels kill eight Philippine police	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
wikipediatxt	NA	2017	172	0	La calle "Prager Straße" o "Prager Strasse" de Dresde (Alemania) conecta la estación central de dicha ciudad con la plaza de Altmarkt y es la calle comercial por excelencia en la capital sajona.	"Quintanilla San García" es una localidad y un municipio situado en la provincia de Burgos, comunidad autónoma de Castilla y León (España), comarca de La Bureba, partido judicial de Briviesca, ayuntamiento del mismo nombre.
main-news	deft-news	2014	0204	3.4	myanmar is the world's largest producer of illegal opium but has limited financial and technical resources for ending the drug trade. 	myanmar is the world's largest producer of illicit opium according to the latest u.s. state department anti-narcotics report.
main-news	deft-news	2014	0180	1.6	drug traffickers face the death penalty under tajik law. 	afghan drug trafficker was caught in tajikistan.
main-news	deft-news	2014	0227	4.8	iran lies on a major drug route between afghanistan and europe and the persian gulf states. 	iran lies on a major drug trafficking route between afghanistan and europe, as well as the persian gulf states.
main-news	MSRpar	2012test	0245	3.200	Glover spoke at a news conference that included about 20 relatives of the victims.	About 20 family members of the victims were invited to the news conference.
main-captions	images	2015	0597	2.33	A man and a woman looking at the camera.	A man and a woman laughing.
main-captions	MSRvid	2012test	0020	4.667	A person is folding a piece of paper.	Someone is folding a piece of paper.
main-news	headlines	2014	0576	3.2	Kenyan police arrest key Al-Shabaab recruiter, financier	Kenya: Pair Arrested By Anti-Terror Police
main-captions	images	2014	0085	0.6	An orange tabby cat sleeping on the sofa.	A man is watching TV on the foot of his bed.
main-captions	images	2015	1125	4.60	A girl with a black purse sitting on a wooden bench.	A young woman with a black purse sits on a wooden bench.
newstxt	NA	2017	230	3.2	"Desde el inicio de las conversaciones de paz hemos manifestado de manera pública y reiterada nuestra absoluta disposición para concertar y firmar de manera inmediata un Tratado de Regularización de la Guerra, o un cese bilateral de hostilidades entre las partes", dijo Pablo Catatumbo, uno de los negociadores de la guerrilla, en una carta dirigida el lunes al vicepresidente colombiano, Angelino Garzón.	"Desde el inicio de las conversaciones de paz con el gobierno del presidente Santos, las FARC-EP hemos manifestado de manera pública y reiterada nuestra absoluta disposición para concertar y firmar de manera inmediata un tratado de regularización de la guerra, o un cese bilateral de hostilidades entre las partes", aseguraron las FARC.
main-news	deft-news	2014	0128	3.75	myanmar's military rulers burned approximately 250 million dollars worth of illegal drugs to mark the international day against drug abuse and illicit trafficking. 	myanmar's military rulers incinerated the drugs to mark the international day against drug abuse and illicit trafficking.
main-news	MSRpar	2012train	0598	4.250	Shares of McDonald's rose $1.83, or 8.3 percent, to close at the day's high of $23.89.	McDonald's shares rose $1.83 to close Friday at $23.89 on the New York Stock Exchange.
main-news	headlines	2014	0435	1	Islamists kill 21 in suicide attacks in Niger	Car bombs kill 20 in Turkish town near Syrian border
wikipediatxt	NA	2017	79	2.2	El "Partido Socialista Laborista de América" ("Socialist Labor Party of America", SLP) es un partido marxista de los Estados Unidos.	Se fundó en 1876 con el nombre de "Partido de los Trabajadores de América" (Workingmen's Party of America), constituyendo el segundo partido socialista más antiguo del mundo.
newswiretxt	NA	2017	380	3	La Organización Mundial de la Salud ha actualizado este miércoles su balance de víctimas por el brote de ébola en África Occidental y ha rebajado a 4.818 el número de fallecidos, después de descontar 440 muertos como víctimas del virus en Sierra Leona.	La Organización Mundial de la Salud reportó la víspera que cuatro mil 818 personas han muerto por el ébola en África Occidental y que el número de casos seguía aumentando en Sierra Leona, aunque se está estabilizando en Guinea y disminuyendo en Liberia.
main-news	headlines	2014	0528	3.8	Israel advances plan to build 900 settlement homes	Israel unveils plans for new settler homes
main-news	MSRpar	2012test	0036	3.600	A total of 17 cases have been confirmed in the southern city of Basra, the Organization said.	A total of 17 confirmed cases of cholera were reported yesterday by the World Health Organisation in the southern Iraqi city of Basra.
main-captions	MSRvid	2012train	0132	5.000	Two robots kiss.	Two robots are kissing.
newstxt	NA	2017	60	0.2	Tras la muerte de Andrade, varias asociaciones de empresarios y profesionales de la prensa divulgaron comunicados en los que demandaron medidas de las autoridades para identificar a los responsables de la tragedia y evitar casos similares en el futuro.	Fabio Raposo, de 22 años, fue detenido en casa de sus padres en Río y será acusado de tentativa de homicidio, informó la Policía Civil a la AFP.
main-news	MSRpar	2012train	0060	4.200	The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.	The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.
newstxt	NA	2017	199	3	Las raras veces en que Alvarenga apareció en público desde el viernes lo hizo rodeado de un grupo de voluntarios, que permanecen en su cuarto y le ayudan a cumplir su deseo de no hablar con la prensa sobre su odisea en el mar.	En los últimos días Alvarenga estuvo recluido en un hotel de Majuro, rodeado de medidas de seguridad y sin apenas contacto con el mundo exterior.
main-news	headlines	2015	1478	0.00	Italy bus crash death toll rises	Starbucks clears college degree path for workers
wikipediatxt	NA	2017	155	3	Amelia es conocida por haber ganado el certamen de belleza Miss Universo 2003, convirtiéndose así en la primera dominicana y la más joven en ganar el título desde 1994.	Luego de ganar el título de Miss República Dominicana 2002, Amelia representó a la República Dominicana en Miss Universo 2003, logrando ser la primera dominicana en ganar el título.
main-news	headlines	2015	0997	5.00	Los Angeles airport worker charged with making 9/11 threats	Los Angeles airport worker charged over 9/11 threats
main-news	MSRpar	2012test	0179	1.800	The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 on Friday.	The tech-laced Nasdaq Composite .IXIC rallied 30.46 points, or 2.04 percent, to 1,520.15.
main-news	headlines	2015	1091	1.40	Ukraine‚Äôs pro-Russia protesters demand greater autonomy	Sudanese protesters demand the regime's ouster
main-news	MSRpar	2012train	0071	3.250	Last year, he made an unsuccessful bid for the Democratic nomination for governor.	He ran last year for the Democratic nomination for Texas governor, but lost the primary to multimillionaire Tony Sanchez.
main-captions	images	2015	0818	3.20	A man and a woman are smiling.	A man and a woman laughing.
main-captions	images	2014	0628	0	Two women are sitting in a cafe.	Two men catching a fish in a swamp.
main-captions	MSRvid	2012test	0342	0.600	A man is rinsing a steak.	A man is playing a guitar.
main-captions	MSRvid	2012test	0048	4.909	The man is playing the guitar.	A man is playing a guitar.
newstxt	NA	2017	197	4	Irán accedió ayer a colaborar con una investigación del Organismo Internacional de la Energía Atómica sobre sus actividades en torno al desarrollo de armas nucleares, lo que podría ser un importante logro en las prolongadas conversaciones entre la república islámica y las potencias occidentales.	Irán accedió el domingo a colaborar con una investigación de la agencia de supervisión atómica de Naciones Unidas sobre sus actividades en torno al desarrollo de armas nucleares, lo que podría ser un importante logro de las prolongadas conversaciones con la república islámica.
wikipediatxt	NA	2017	139	0	El arzobispo aceptó este dictamen y anuló la profesión de Sor Fernanda Fernández, le hizo vestir de hombre, y el 11 de febrero de 1792 la remitió a sus padres, que seguían viviendo en Zújar.	Inspectah Deck nació en el Bronx, pero se mudó a la Staten Island cuando era un niño, viviendo en el Park Hill Projects en Clifton, donde otros miembros del futuro Wu-Tang Clan vivirían y congregarían.
main-news	headlines	2014	0452	3.4	Deal reached on new Italian government	Italy to swear in new coalition government
main-captions	images	2014	0493	2.6	A bay foal is walking next to its mother in a grassy field.	Close-up of young horse walking next to a larger horse.
main-forum	deft-forum	2014	0362	4	Umm the California was a cargo ship I dont care what the article says.	The California was a cargo ship.
wikipediatxt	NA	2017	274	2.6	"Gopher" es un servicio de Internet consistente en el acceso a la información a través de menús.	En gran medida acceder a un servidor de Gopher es parecido a utilizar un sitio FTP , ya que la información se presenta en menús que contienen archivos y carpetas.
main-news	MSRpar	2012train	0111	4.176	The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period.	That was up from the year-ago quarter, when the company earned $54.3 million, or 22 cents a share.
main-news	MSRpar	2012test	0739	2.000	Oracle shares were also higher, trading up 12 cents at $13.60.	Shares of Redwood Shores-based Oracle rose 14 cents to $13.62.
main-captions	MSRvid	2012test	0188	2.500	A boy is playing an instrument.	A man is playing a trumpet.
main-news	headlines	2013	0246	3.6	Sony reports record annual loss	Sony forecasts record annual loss of $6.4bn
main-captions	images	2014	0438	3.6	Close up of a brown horse with a blue halter.	A close up of a horse wearing a blue halter.
wikipediatxt	NA	2017	37	1.6	El primer sistema Cray-1 fue instalado en el laboratorio nacional de Los Álamos en 1976.	El Cray-1 fue sucedido en 1982 por el Cray X-MP de 800 MFLOPS, la primera computadora multi-proceso.
main-news	headlines	2014	0082	0.8	French parliament backs reform of law on prostitution	Russian parliament to consider ban on U.S. adoptions
main-news	headlines	2013	0299	3.6	BBC director general resigns over 'shoddy journalism'	BBC Director General Resigns amid Newsnight Scandal
main-news	deft-news	2014	0258	3.6	the ministers from china, laos, india, myanmar and thailand will also address crop substitution initiatives for impoverished ethnic minorities who still rely on opium cultivation. 	the ministers from china, laos, india, myanmar and thailand will discuss how to find markets for goods produced under crop substitution and other related programs such as eco-tourism and handicraft manufacturing.
wikipediatxt	NA	2017	315	2.8	Constantemente es clasificada entre las mejores universidades de Europa septentrional, y generalmente se le considera como una de las instituciones de educación superior más prestigiosas del viejo continente.	La Universidad de Uppsala constantemente es considerada como una de las universidades más prestigiosas de Europa y del país.
main-captions	images	2015	0066	4.80	boy doing tricks on a skateboard	A boy does a trick on a skateboard.
main-news	headlines	2013	0000	2.6	Drug lord captured by marines in Mexico	Suspected drug lord known as ‘El Taliban’ held in Mexico
main-captions	images	2014	0374	3.2	A guy on a white horse.	A man riding a white horse in an arena.
main-captions	MSRvid	2012test	0564	0.000	The animal is eating.	A woman is dancing.
newswiretxt	NA	2017	282	1.6	El módulo Philae ha colocado con éxito un termómetro en la superficie del cometa, mientras los científicos han recibido un flujo constante de datos procedentes de la sonda.	El módulo de descenso tuvo una accidentada llegada a la superficie del cometa 67P/Churyamov-Gerasimenko, a 510 millones de kilómetros de la Tierra.
main-captions	images	2014	0706	0.6	A yellow and black bird eats from a bird feeder.	A flock of birds flying over a body of water.
li65txt	NA	2017	40	1.13	En la antiguedad, un oráculo era un sacerdote o sacerdotisa que formulaban declaraciones sobre eventos futuros o sobre la Verdad.	Un sabio es una persona que es reconocida por ser muy inteligente.
newswiretxt	NA	2017	37	1.6	La operación de detención tenía como objetivo a Ismael Zambada padre, y fue realizada en el poblado conocido como El Salado, en el municipio de Culiacán, Sinaloa.	De acuerdo con el sitio web RíoDoce, “El Mayito Gordo” fue detenido por elementos especiales del Ejército Mexicano en el poblado La Estancia de los Burgos, perteneciente a la sindicatura de El Salado, municipio de Culiacán.
main-news	MSRpar	2012test	0466	3.000	When police removed the four from the home, they weighed 136 pounds combined.	Each boy weighed less than 50 pounds when they were removed from the home Oct. 10.
main-news	headlines	2015	0896	5.00	Iran, six global powers sign landmark nuclear deal	Iran, six world powers clinch breakthrough nuclear deal
main-news	MSRpar	2012train	0465	4.800	Revenues for "The Hulk" came in well below those of last month's Marvel Comics adaptation, "X2: X-Men United," which grossed $85.6 million in its opening weekend.	The Hulk trailed last month's Marvel Comics adaptation, X2: X-Men United, which grossed $85.6-million in its opening weekend.
main-captions	MSRvid	2012train	0065	2.333	A man is slicing a potato.	A woman is peeling a potato.
main-news	headlines	2013	0462	3	Torres moving on after Olympic bid fails	Torres finishes 4th, misses out on sixth Olympics
wikipediatxt	NA	2017	9	1.8	El "sistema nervioso central" (SNC) es una estructura biológica que sólo se encuentra en individuos del reino animal.	Y se puede decir que el sistema nervioso central es uno de los más importantes de todos los sistemas que se encuentran en dichos cuerpos.
main-forum	deft-forum	2014	0356	1.2	I absolutely do believe there was an iceberg in those waters.	I don't believe there was any iceberg at all anywhere near the Titanic.
main-forum	deft-forum	2014	0205	3.4	I said she has not ever had to be a part of any workforce.	Ann Romney has never had to get out and be a part of the workforce.
main-forum	deft-forum	2014	0380	1.4	There is simply no winning for Obama among conservatives.	This is rich coming from a conservative.
main-news	MSRpar	2012test	0000	4.400	The problem likely will mean corrective changes before the shuttle fleet starts flying again.	He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.
main-news	deft-news	2014	0156	2.6	dutch national research institute tno carried out chemical weapons experiments for the dutch defense ministry during the 1950s. 	a hp/detijd journalist learned about tno's chemical weapons experiments from the defense ministry's archives.
main-news	headlines	2014	0483	5	Philippines, rebels reach wealth-sharing deal	Philippines and rebels reach 'wealth deal'
main-news	headlines	2013	0449	1.8	Military: Syria chemical stocks threaten Israel	Russia tells Syria chemical arms threat is unacceptable
main-news	headlines	2014	0108	1.8	Bangladesh court sentences first lawmaker to death for war crimes	British PM pushes Sri Lanka on war crimes
main-news	MSRpar	2012test	0741	3.000	With all precincts reporting, Fletcher — a three-term congressman from Lexington — had an overwhelming 57 percent of the vote.	With all precincts reporting, Fletcher had 88,747 votes, or 57 percent of the total.
main-captions	MSRvid	2012train	0699	0.600	A man is chopping butter into a container.	A woman is cutting shrimps.
newstxt	NA	2017	43	1.4	El resto de los porcentajes se lo repartieron otros cinco aspirantes, mientras 0,7% no respondió la encuesta realizada de forma telefónica por la empresa Datexco entre 1.620 personas del 29 al 31 de enero pasado en cinco regiones del país y con un margen de error de 2,4 puntos porcentuales.	La muestra de Ipsos consultó a 1.008 personas del 29 al 29 de enero en 13 ciudades del país y tuvo un margen de error de 3,1 puntos porcentuales.
main-news	headlines	2013	0344	0.6	Romanian president declared victory	Chinese president concludes state visit to Denmark
wikipediatxt	NA	2017	249	2	"La Ciotat" (en occitano provenzal "La Ciutat") es una villa portuaria de Provenza, en las Bocas del Ródano.	"La Ciotat" es una comuna francesa, situada en el departamento de Bocas del Ródano y en la región Provenza-Alpes-Costa Azul, a 31 kilómetros al este de Marsella.
main-captions	images	2015	0315	1.20	A young boy jumps into a pool with outstretched arms.	A dog jumps into a backyard pool.
main-captions	MSRvid	2012train	0261	3.600	Someone is seasoning eggs.	Someone is seasoning two raw eggs in a bowl.
main-captions	MSRvid	2012train	0252	1.750	A woman is adding ingredients to a bowl.	A woman is cracking three eggs into a bowl.
main-news	headlines	2014	0150	2.2	Chinese shares close lower Wednesday	Chinese shares close higher Friday
main-captions	images	2014	0675	4	Close up of a white sheep with a black head.	A close-up of a sheep with a black head.
main-news	headlines	2014	0515	1.4	China quake: Death toll rises	China flu death toll rises to six
main-news	headlines	2013	0058	3.2	UN Security Council unanimous vote on Syria	UN Security Council to vote on up to 300 Syria monitors
wikipediatxt	NA	2017	79	2.4	La "península ibérica" se encuentra situada en el sudoeste de Europa; está rodeada por el mar Mediterráneo, el océano Atlántico y unida al resto del continente europeo por el noreste.	Por el sur, la península está separada de África (Marruecos y Argelia) por el mar Mediterráneo (que en esta zona se denomina Mar de Alborán) y el océano Atlántico, siendo el estrecho de Gibraltar el límite entre ambos.
main-captions	MSRvid	2012test	0145	3.600	A man is playing a guitar.	Someoen is playing guitar.
main-captions	images	2015	1245	2.40	An owl has its wings up and widespread during the day.	The bird has its wings spread as it flies.
main-news	headlines	2015	1171	0.00	Air strikes kills dozens in northern Syria	Ukraine will not give 'an inch' over Crimea
main-news	headlines	2015	1185	4.40	Pictures show completed Costa Concordia operation	Timelapse of Costa Concordia operation
main-captions	MSRvid	2012test	0429	3.200	Some men are playing guitars.	Three men are playing guitars and singing together.
main-news	headlines	2015	0957	3.60	Iran nuclear deal agreed at talks	Iran Nuclear Deal Sealed After Decades-Long Dispute
main-news	deft-news	2014	0165	1.8	it did not say if the men had been hanged in prison. 	dozens of such criminals have been hanged in public.
main-captions	MSRvid	2012train	0251	3.750	A man is rapidly chopping some mushrooms using a knife.	A person is quickly chopping mushrooms with a knife.
main-news	deft-news	2014	0132	1.8	the panamanian foreign ministry communique stated that the task force will facilitate the technological transfer and promote the biofuel production and consumption. 	the panamanian foreign ministry communique stated that panama and brazil signed 3 juridical-issue treaties that included an extradition
newstxt	NA	2017	302	2.2	Esa agencia mantiene hoy catorce alertas "graves" -con riesgo para la vida- de inundaciones en varias áreas por donde pasa el Támesis, entre ellas Berkshire y Surrey, en el sur de Inglaterra.	09/02/14 Londres.- La Agencia medioambiental británica elevó hoy a 16 el número de alertas "graves" -con riesgo para la vida- por inundaciones en Inglaterra ante la llegada de un nuevo temporal.
main-news	MSRpar	2012test	0641	2.200	Wall Street analysts had expected 22 cents a share, according to Thomson First Call.	The results were 3 cents a share lower than the forecast of analysts surveyed by Thomson First Call.
main-captions	images	2014	0526	0.4	A black and white horned cow standing in a field.	A black and white photo of a cat sitting on a sofa.
main-news	deft-news	2014	0089	3.4	bae systems is the uk's largest defense company. 	bae systems is the uk's largest military
newstxt	NA	2017	370	1.4	Las autoridades de Cuba indicaron que "todo podría estar en la mesa", incluyendo los derechos humanos.	Los países de la UE decidieron conservar, por el momento, la "posición común" adoptada en 1996 que condiciona los vínculos con La Habana a los avances en materia de derechos humanos.
main-news	headlines	2015	0317	1.00	Twelve killed in bomb blast on Pakistani train	Five killed by bomb blast in East India
main-news	MSRpar	2012test	0564	4.000	Microsoft said Friday that it is halting development of future Macintosh versions of its Internet Explorer browser, citing competition from Apple Computer's Safari browser.	Microsoft will stop developing versions of its Internet Explorer browser software for Macintosh computers, saying that Apple's Safari is now all that Apple needs.
main-news	headlines	2015	0530	0.00	Nato condemns Ukraine crackdown	Thai bonds best in region
main-news	headlines	2014	0312	3.4	Venezuela assembly meets amid Chavez health crisis	Assembly meets amid Chavez crisis
wikipediatxt	NA	2017	243	2	"Carlos de Borbón-Soissons" ( Nogent-le-Rotrou, 1566 - Blandy, 1612), fue conde de Soissons y príncipe de Francia.	Carlos de Borbón-Soissons murió en 1612 a la edad de 42 años en Blandy, en el departamento de Sena y Marne.
main-news	deft-news	2014	0161	3.6	if japan rises to the occasion japan will never be beaten even in terms of military power. 	ozawa said that if japan rises to the occasion then japan will never be beaten even in terms of military power.
main-news	headlines	2013	0609	1.2	Libya PM names new cabinet after protests over original	Libyan assembly rejects new cabinet, dismisses PM
newswiretxt	NA	2017	11	1.8	Frente al riesgo de que los enfrenamientos se propaguen a las ciudades árabes israelíes, el primer ministro Benjamin Netanyahu amenazó con "retirar la ciudadanía a los que piden la destrucción del estado de Israel".	Mientras tanto, el primer ministro, Biniamín Netanyahu, expresó que consultará con su ministro del Interior la posibilidad de revocar la ciudadanía a todos aquellos que llaman a la destrucción de Israel.
main-forum	deft-forum	2014	0036	2.8	You wanna know what I find curious?	That's what I find curious.
main-news	headlines	2016	0076	5	Six dead in Philippine restaurant blast	6 killed in Philippines restaurant blast	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)
main-news	headlines	2014	0063	2.8	18 trapped in Russian coal mine blast	Ten killed in Russia coal mine blast
li65txt	NA	2017	36	0.52	Un mago es una persona que entretiene a las personas haciendo trucos de magia.	En la antiguedad, un oráculo era un sacerdote o sacerdotisa que formulaban declaraciones sobre eventos futuros o sobre la Verdad.
wikipediatxt	NA	2017	138	1.6	Se denomina "transporte" o "transportación" (del latín "trans", "al otro lado", y "portare", "llevar") al traslado de un lugar a otro de algún elemento, en general personas o bienes.	El transporte de carga es la disciplina que estudia la mejor forma de llevar de un lugar a otro bienes.
main-news	MSRpar	2012train	0213	4.000	"This has been a persistent problem that has not been solved," investigation board member Steven Wallace said.	"This was a persistent problem which has not been solved, mechanically and physically," said board member Steven Wallace.
main-captions	MSRvid	2012test	0384	2.400	Three teenage girls danced in the room.	Some teenage girls are dancing for the camera.
newstxt	NA	2017	395	1.4	Tras la aprobación del reglamento de la Ley de Relaciones Colectivas, el Ministerio de Trabajo podría suspender temporalmente el registro de los sindicatos de Construcción Civil, siempre y cuando el Ministerio Público comunique que hay evidencias de actos delictivos. 	Hasta el momento han confirmado su asistencia al encuentro el ministro de Trabajo argentino, Carlos Tomada; el presidente de la Unión Industrial Argentina , Héctor Méndez; y el vicepresidente de esa misma entidad, Daniel Funes de Rioja.
main-news	deft-news	2014	0170	3.4	the international community should modernize and seek a fair, reasonable and effective way to enhance the nuclear non-proliferation regime through extensive consultations. 	the third proposal was that countries should advance with the times and seek a fair, reasonable and effective way to enhance the nuclear non-proliferation regime through broad consultation.
main-forum	deft-forum	2014	0167	4.8	We're talking about angels and common pins again, right?	@Lustig Andrei, We're talking about angels and common pins again, right?
main-news	headlines	2015	0574	5.00	Gunmen Surround Libya's Foreign Ministry To Push Demands	Gunmen surround Libyan foreign ministry to push demands
newswiretxt	NA	2017	409	1	Recordó además que el jefe de la delegación, José Vicente Rangel Avalos, viceministro de Política Interior y Seguridad Ciudadana, dijo durante su intervención que Venezuela es firmante de la Convención, "cuya observancia es obligante".	En la sede del Alto Comisionado de la ONU para Derechos Humanos en Ginebra, la delegación de Venezuela, liderada por el viceministro de Política Interior y Seguridad Ciudadana, José Vicente Rangel Ávalos, fue cuestionada sobre el cumplimiento de su país de la Convención contra la Tortura y otros Tratos Crueles, Inhumanos y Degradantes.
main-news	MSRpar	2012train	0241	2.750	A Royal Duty is based on his experiences with Diana, Princess of Wales and letters allegedly to and from her.	The royal household was bracing itself for any more revelations in A Royal Duty, based on the former servant’s time with Diana, Princess of Wales.
main-news	headlines	2013	0488	5	9,000 U.S. Marines to leave Okinawa	9,000 U.S. Marines to move out of Okinawa: statement
main-captions	MSRvid	2012train	0188	0.200	The woman is smoking.	The man is walking.
main-news	MSRpar	2012train	0659	3.067	If it's a Bill Gates Comdex keynote, it must be time for new Tablet PCs.	If it's the Sunday night before Comdex, it must be time for yet another Bill Gates keynote.
main-captions	MSRvid	2012train	0077	4.600	A little boy is playing a guitar.	A boy is playing guitar.
main-news	headlines	2013	0498	4.2	Putin claims victory in Russia's presidential election	Putin claims victory in presidential vote
